"fluid: CF: Position[Y] (m)","fluid: CF: NusseltNumber"
0.020473112011904562,903.9923095703125
0.020105464372536644,914.4063110351562
0.019748525059698457,924.1637573242188
0.01940198218016115,933.244873046875
0.01906553292332733,941.6396484375
0.018738883299178444,949.3580322265625
0.01842174788180688,956.370361328125
0.01811384955637488,962.7062377929688
0.017814919279588975,968.3856201171875
0.017524695845705245,973.428466796875
0.017242925656014457,977.8546142578125
0.016969362497813986,981.7238159179688
0.016703767330407078,985.0558471679688
0.016445908074593545,987.890625
0.01619555941014498,990.2876586914062
0.015952502581296085,992.257080078125
0.015716525202758135,993.5799560546875
0.015438070175438598,995.51953125
0.015113082437275986,995.9969482421875
0.014788095238095239,997.1805419921875
0.01446310861423221,997.3695678710938
0.014138122605363984,997.1705932617188
0.013813137254901962,996.4644165039062
0.013488152610441768,995.3802490234375
0.013163168724279833,993.6694946289062
0.012804429228113522,991.9188842773438
0.012401585918181248,988.7559204101562
0.011978616308214509,986.1201171875
0.011534517637463043,982.5493774414062
0.011068238022879736,978.6105346679688
0.010578674378134527,974.27392578125
0.010064670398792922,969.7383422851562
0.009525014714064374,965.0834350585938
0.008958439388838819,960.3190307617188
0.008363619090336477,955.5447387695312
0.007739171509174032,950.95947265625
0.0070836601883713,946.7421875
0.006395602151919905,942.90283203125
0.005673485679392535,939.6901245117188
0.004915811371071891,937.2830810546875
0.004121193063906168,935.691650390625
0.0032886388885024088,935.1445922851562
0.002418518664163548,934.2991943359375
0.001517434612789263,931.8722534179688
6.623197672866667E-4,911.0145263671875
0.06318701646290881,774.7283935546875
0.06157526805542136,784.6549682617188
0.06001046387209478,792.313720703125
0.05849123660692821,797.1874389648438
0.057016258778323614,798.7092895507812
0.055584241569462726,795.9043579101562
0.054193933702759135,787.668701171875
0.05284412034426585,773.4652099609375
0.05153362204357712,752.8660888671875
0.05026129370427504,726.4185180664062
0.04902602358135755,696.1912841796875
0.04782673231113594,665.33740234375
0.04666237196770983,636.9801025390625
0.04553192514635788,613.8148193359375
0.04443440407698515,596.9357299804688
0.04336884975858524,586.2134399414062
0.0423343311221239,580.713134765625
0.04132994421803118,579.1415405273438
0.04035481142411541,580.3948364257812
0.03940808068000456,583.5875854492188
0.03848892474359464,588.0833740234375
0.037596540466512646,593.4545288085938
0.036730148093027645,599.4820556640625
0.03588899057903936,605.9671020507812
0.0350723329299957,612.8699340820312
0.03427946155887159,620.1109619140625
0.03350968366210084,627.6702270507812
0.03276232661603428,635.6075439453125
0.032036737387419766,643.8928833007812
0.0313322819633176,652.576171875
0.030648344797105338,661.6870727539062
0.029984328269896388,671.2655029296875
0.02933965217002488,681.2815551757812
0.028713753185500554,691.7949829101562
0.028106084410484847,702.7957153320312
0.027516114868723778,714.2539672851562
0.02694332904955536,726.1499633789062
0.026387226456342065,738.4636840820312
0.025847321170456142,751.1553344726562
0.025323141426243433,764.1453857421875
0.024814229198497424,777.3840942382812
0.024320139802422865,790.7620849609375
0.023840441505116133,804.19970703125
0.023374715148528694,817.6174926757812
0.0229225537834504,830.9357299804688
0.022483562312485845,844.0352172851562
0.022057357146508177,856.8760375976562
0.021643565868674025,869.3588256835938
0.021241826908361395,881.423828125
0.020851789227668366,892.9816284179688
0.06484711741900905,762.8821411132812
0.06655702149877456,749.4843139648438
0.06831822279386766,734.9724731445312
0.0701322602187583,719.4161987304688
0.07200071885622401,703.114013671875
0.0739252313405263,686.2548217773438
0.07590747928547092,668.9976806640625
0.07794919475304046,651.4819946289062
0.08005216176698877,633.8469848632812
0.08221821787247725,616.1621704101562
0.08444925574065505,598.5271606445312
0.08674722482182083,581.0214233398438
0.08911413305103254,563.7445068359375
0.09155204860172317,546.7459716796875
0.09406310169184458,530.0657958984375
0.09664948644550354,513.7437133789062
0.09931346281060353,497.719970703125
0.1020573585355008,482.0145263671875
0.10488357119808012,466.6771240234375
0.10779457030708066,451.7375793457031
0.11079289945195418,437.1859436035156
0.11388117853296202,423.0619812011719
0.11706210604580435,409.4054870605469
0.12033846144238901,396.0772705078125
0.12371310756040381,383.10711669921875
0.1271889931190329,370.5546875
0.1307691552987014,358.3603820800781
0.13445672239669168,346.54400634765625
0.1382549165619225,335.1553039550781
0.14216705660551024,324.0948791503906
0.14619656090067504,313.3626403808594
0.15034695036824572,302.97857666015625
0.15462185156673902,292.91278076171875
0.15902499985252752,283.2348937988281
0.1635602426300938,273.83551025390625
0.1682315427325586,264.7344970703125
0.17304298188650047,255.91201782226562
0.17799876425742486,247.3779754638672
0.18310322013513244,239.09259033203125
0.18836080972889105,231.0458984375
0.19377612705260147,223.3473663330078
0.1993539039302378,216.33511352539062
0.20509901415127899,206.1300811767578
